FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,UTILIIZA_PRICE,UTILIIZA_CHRGE_PD,OFFM_TY,ACMD_NMPR_CO,MON_OPER_TIME,TUES_OPER_TIME,WED_OPER_TIME,THUR_OPER_TIME,FRI_OPER_TIME,SAT_OPER_TIME,SUN_OPER_TIME,AC_HOLD_AT,CAFE_HOLD_AT,PRINTER_HOLD_AT,PARCEL_SNDNG_POSBL_AT,DOORLOCK_AT,ELECT_OUTLET_AT,FAX_AT,N24H_OPER_AT,N365D_OPER_AT,HEATER_HOLD_AT,PARKNG_POSBL_AT,CMNUSE_LOUNGE_AT,CMNUSE_KITCHEN_AT,WPU_HOLD_AT,ROOFTOP_HOLD_AT,REFRESHMENTS_PROVD_AT,INDVDL_LOCKER_AT,TV_HOLD_AT,WBOARD_HOLD_AT,WIFI_HOLD_AT,BATH_FCLTY_HOLD_AT,WRHS_HOLD_AT,LAST_UPDT_DE
어반라이프오피스 잠실점,서울특별시,송파구,방이동,,51-11 번지,백제고분로,509 번,37.51581817,127.1151744,05545,서울특별시 송파구 백제고분로 509,서울특별시 송파구 방이동 51-11,,월,독립오피스,2,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
어반비지니스 1인실(1day),서울특별시,송파구,방이동,,36-7 번지,올림픽로32길,11 번,37.515095,127.1092252,05543,서울특별시 송파구 올림픽로32길 11,서울특별시 송파구 방이동 36-7,,일,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
어반비지니스 2인실(1day),서울특별시,송파구,방이동,,36-7 번지,올림픽로32길,11 번,37.515095,127.1092252,05543,서울특별시 송파구 올림픽로32길 11,서울특별시 송파구 방이동 36-7,,일,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
어반엑시트 독립형 공유오피스,서울특별시,강남구,역삼동,,639-15 번지,논현로95길,24 번,37.50209949,127.0339263,06131,서울특별시 강남구 논현로95길 24,서울특별시 강남구 역삼동 639-15,,월,독립오피스,5,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,12:30 ~ 24:00,12:30 ~ 24:00,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,20221116
에메랄드비즈니스센터 6-8인실,서울특별시,서초구,서초동,,1365-7 번지,강남대로37길,49 번,37.48461898,127.0309034,06734,서울특별시 서초구 강남대로37길 49,서울특별시 서초구 서초동 1365-7,,일,독립오피스,8,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,휴무일,휴무일,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,20221116
에이스원비즈 -3인 독립사무실,서울특별시,영등포구,문래동,,55-20 번지,경인로,775 번,37.51474642,126.8975368,07299,서울특별시 영등포구 경인로 775,서울특별시 영등포구 문래동3가 55-20,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,20221116
에이스원비즈 -4인 독립사무실,서울특별시,영등포구,문래동,,55-20 번지,경인로,775 번,37.51474642,126.8975368,07299,서울특별시 영등포구 경인로 775,서울특별시 영등포구 문래동3가 55-20,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,20221116
에이스원비즈 -5인 독립사무실,서울특별시,영등포구,문래동,,55-20 번지,경인로,775 번,37.51474642,126.8975368,07299,서울특별시 영등포구 경인로 775,서울특별시 영등포구 문래동3가 55-20,,월,독립오피스,5,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,20221116
에이스원비즈- 2인 독립사무실,서울특별시,영등포구,문래동,,55-20 번지,경인로,775 번,37.51474642,126.8975368,07299,서울특별시 영등포구 경인로 775,서울특별시 영등포구 문래동3가 55-20,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,20221116
에이스원비즈- 공유오피스 1인실,서울특별시,영등포구,문래동,,55-20 번지,경인로,775 번,37.51474642,126.8975368,07299,서울특별시 영등포구 경인로 775,서울특별시 영등포구 문래동3가 55-20,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,20221116
에이스페이스 1인실,인천광역시,부평구,갈산동,,381-3 번지,길주로,547 번,37.50758854,126.7230373,21338,인천광역시 부평구 길주로 547,인천광역시 부평구 갈산동 381-3,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,20221116
에이스페이스 2인실,인천광역시,부평구,갈산동,,381-3 번지,길주로,547 번,37.50758854,126.7230373,21338,인천광역시 부평구 길주로 547,인천광역시 부평구 갈산동 381-3,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,20221116
에이치엘오(HLO)1인실(day),서울특별시,광진구,군자동,,48-40 번지,동일로56길,60 번,37.55518933,127.0750617,04999,서울특별시 광진구 동일로56길 60,서울특별시 광진구 군자동 48-40,,일,독립오피스,1,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,휴무일,휴무일,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
엠피스 천안센터,충청남도,천안시 동남구,청당동,,524 번지,청수9로,47 번,36.78219643,127.1548689,31198,충청남도 천안시 동남구 청수9로 47,충청남도 천안시 동남구 청당동 524,,월,독립오피스,6,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,20221116
"역삼 원데이 오피스, 아룸",서울특별시,강남구,역삼동,,738-11 번지,논현로85길,5-5 번,37.49889057,127.0371498,06237,서울특별시 강남구 논현로85길 5-5,서울특별시 강남구 역삼동 738-11,,일,독립오피스,6,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,20221116
역삼역 공유오피스 독립형 크리액션,서울특별시,강남구,역삼동,,738-37 번지,논현로79길,8 번,37.49781105,127.0375217,06237,서울특별시 강남구 논현로79길 8,서울특별시 강남구 역삼동 738-37,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,20221116
영등포 공유오피 2인 소호 사무실,서울특별시,영등포구,문래동,,55-20 번지,경인로,775 번,37.51474642,126.8975368,07299,서울특별시 영등포구 경인로 775,서울특별시 영등포구 문래동3가 55-20,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,20221116
영등포 당산역 디오빌오피스비상주,서울특별시,영등포구,당산2동,,11-33 번지,당산로,222 번,37.53323494,126.9022683,07214,서울특별시 영등포구 당산로 222,서울특별시 영등포구 당산동5가 11-33,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
영등포 비상주사업자 114소호,서울특별시,영등포구,양평1동,,15-1 번지,양산로,53 번,37.52563167,126.8889225,07271,서울특별시 영등포구 양산로 53,서울특별시 영등포구 양평동3가 15-1,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
영등포가상오피스 114소호 4만원,서울특별시,영등포구,양평1동,,15-1 번지,양산로,53 번,37.52563167,126.8889225,07271,서울특별시 영등포구 양산로 53,서울특별시 영등포구 양평동3가 15-1,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
영등포공유오피스(2인) 114소호,서울특별시,영등포구,양평1동,,15-1 번지,양산로,53 번,37.52563167,126.8889225,07271,서울특별시 영등포구 양산로 53,서울특별시 영등포구 양평동3가 15-1,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,20221116
영등포비상주 (주)한얼에이앤에이치,서울특별시,영등포구,당산1동,,395-25 번지,국회대로28길,17 번,37.52711693,126.8942787,07256,서울특별시 영등포구 국회대로28길 17,서울특별시 영등포구 당산동3가 395-25,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,20221116
영등포비상주사무실 114소호,서울특별시,영등포구,양평1동,,15-1 번지,양산로,53 번,37.52563167,126.8889225,07271,서울특별시 영등포구 양산로 53,서울특별시 영등포구 양평동3가 15-1,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
영등포비상주사무실 가온비즈니스센터,서울특별시,영등포구,당산2동,,217-4 번지,양평로,24 번,37.53325958,126.9037411,07223,서울특별시 영등포구 양평로 24,서울특별시 영등포구 당산동6가 217-4,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,20221116
영등포소호 2인실 디오빌오피스,서울특별시,영등포구,당산2동,,11-33 번지,당산로,222 번,37.53324478,126.9022911,07214,서울특별시 영등포구 당산로 222,서울특별시 영등포구 당산동5가 11-33,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
"영등포소호,공유오피스,비상주",서울특별시,영등포구,당산2동,,11-33 번지,당산로,222 번,37.53324478,126.9022911,07214,서울특별시 영등포구 당산로 222,서울특별시 영등포구 당산동5가 11-33,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
오늘맑음 소호사무실,서울특별시,강북구,미아동,,160-37 번지,도봉로,274-1 번,37.6330144,127.0237883,01128,서울특별시 강북구 도봉로 274-1,서울특별시 강북구 미아동 160-37,,월,독립오피스,10,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,20221116
오늘맑음 소호사무실(독립2인실),서울특별시,강북구,미아동,,160-37 번지,도봉로,274-1 번,37.6330144,127.0237883,01128,서울특별시 강북구 도봉로 274-1,서울특별시 강북구 미아동 160-37,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,20221116
오늘맑음 소호사무실(독립3인실),서울특별시,강북구,미아동,,160-37 번지,도봉로,274-1 번,37.6330144,127.0237883,01128,서울특별시 강북구 도봉로 274-1,서울특별시 강북구 미아동 160-37,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,20221116
오늘맑음소호사무실(강북점 1인실),서울특별시,강북구,미아동,,160-37 번지,도봉로,274-1 번,37.6330144,127.0237883,01128,서울특별시 강북구 도봉로 274-1,서울특별시 강북구 미아동 160-37,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,20221116
오피스248 원데이오피스 (1일_코워킹),서울특별시,동대문구,전농동,,597-6 번지,왕산로,248 번,37.58298622,127.0493836,02554,서울특별시 동대문구 왕산로 248,서울특별시 동대문구 전농동 597-6,,일,독립오피스,2,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,20221116
오피스248_4인실,서울특별시,동대문구,전농동,,597-6 번지,왕산로,248 번,37.58298622,127.0493836,02554,서울특별시 동대문구 왕산로 248,서울특별시 동대문구 전농동 597-6,,월,독립오피스,8,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,20221116
오피스밸리 군포점 2인실,경기도,군포시,금정동,,710-7 번지,금산로,13 번,37.36359691,126.9405759,15827,경기도 군포시 금산로 13,경기도 군포시 금정동 710-7,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,20221116
오피스밸리 군포점 3인실,경기도,군포시,금정동,,710-7 번지,금산로,13 번,37.36359691,126.9405759,15827,경기도 군포시 금산로 13,경기도 군포시 금정동 710-7,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,20221116
오피스야 전포점,부산광역시,부산진구,전포동,,631-15 번지,동성로,137 번,35.16070656,129.063952,47243,부산광역시 부산진구 동성로 137,부산광역시 부산진구 전포동 631-15,,일,독립오피스,8,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,Y,20221116
오피스프렌즈 강북구소호사무실,서울특별시,강북구,수유동,,188-6 번지,한천로,1077 번,37.64230205,127.0231915,01070,서울특별시 강북구 한천로 1077,서울특별시 강북구 수유동 188-6,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
오피스프렌즈 강북구소호사무실 2인,서울특별시,강북구,수유동,,188-6 번지,한천로,1077 번,37.64230205,127.0231915,01070,서울특별시 강북구 한천로 1077,서울특별시 강북구 수유동 188-6,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
오피스프렌즈 강북구소호사무실 3인,서울특별시,강북구,수유동,,188-6 번지,한천로,1077 번,37.64230205,127.0231915,01070,서울특별시 강북구 한천로 1077,서울특별시 강북구 수유동 188-6,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
오피스프렌즈 노원소호사무실,서울특별시,노원구,상계동,,169-457 번지,한글비석로,415 번,37.66143269,127.0704568,01682,서울특별시 노원구 한글비석로 415,서울특별시 노원구 상계동 169-457,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
오피스프렌즈 노원소호사무실 5인,서울특별시,노원구,상계동,,169-457 번지,한글비석로,415 번,37.66143269,127.0704568,01682,서울특별시 노원구 한글비석로 415,서울특별시 노원구 상계동 169-457,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
오피스프렌즈 상계역소호사무실,서울특별시,노원구,상계동,,169-330 번지,한글비석로,416 번,37.6617023,127.070689,01668,서울특별시 노원구 한글비석로 416,서울특별시 노원구 상계동 169-330,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
오피스프렌즈 상계역소호사무실 1인,서울특별시,노원구,상계동,,169-330 번지,한글비석로,416 번,37.6617023,127.070689,01668,서울특별시 노원구 한글비석로 416,서울특별시 노원구 상계동 169-330,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
오피스프렌즈 상계역소호사무실 4인,서울특별시,노원구,상계동,,169-330 번지,한글비석로,416 번,37.6617023,127.070689,01668,서울특별시 노원구 한글비석로 416,서울특별시 노원구 상계동 169-330,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
오피스프렌즈 성북구소호사무실,서울특별시,성북구,장위동,,66-9 번지,화랑로33길,39 번,37.61187045,127.054542,02771,서울특별시 성북구 화랑로33길 39,서울특별시 성북구 장위동 66-9,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
오피스프렌즈 성북구소호사무실 1인,서울특별시,성북구,장위동,,66-9 번지,화랑로33길,39 번,37.61187045,127.054542,02771,서울특별시 성북구 화랑로33길 39,서울특별시 성북구 장위동 66-9,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
오피스프렌즈 성북구소호사무실 2인,서울특별시,성북구,장위동,,66-9 번지,화랑로33길,39 번,37.61187045,127.054542,02771,서울특별시 성북구 화랑로33길 39,서울특별시 성북구 장위동 66-9,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
오피스프렌즈 잠실 소호사무실,서울특별시,송파구,잠실동,,339-2 번지,백제고분로20길,13-8 번,37.5034052,127.0862277,05578,서울특별시 송파구 백제고분로20길 13-8,서울특별시 송파구 잠실동 339-2,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
오피스허브[프리미엄 1인실],서울특별시,강남구,개포동,,186-15 번지,개포로,508 번,37.4892333,127.0679556,06329,서울특별시 강남구 개포로 508,서울특별시 강남구 개포동 186-15,,월,독립오피스,3,09:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,휴무일,휴무일,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,20221116
온비즈 오피스 - 1인실,서울특별시,강남구,대치동,,942-15 번지,테헤란로82길,15 번,37.5060319,127.0582355,06178,서울특별시 강남구 테헤란로82길 15,서울특별시 강남구 대치동 942-15,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
온비즈 오피스 - 2인실,서울특별시,강남구,대치동,,942-15 번지,테헤란로82길,15 번,37.5060319,127.0582355,06178,서울특별시 강남구 테헤란로82길 15,서울특별시 강남구 대치동 942-15,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
온비즈 오피스 - 3인실,서울특별시,강남구,대치동,,942-15 번지,테헤란로82길,15 번,37.5060319,127.0582355,06178,서울특별시 강남구 테헤란로82길 15,서울특별시 강남구 대치동 942-15,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,20221116
온비즈 오피스 - 7인실,서울특별시,강남구,대치동,,942-15 번지,테헤란로82길,15 번,37.5060319,127.0582355,06178,서울특별시 강남구 테헤란로82길 15,서울특별시 강남구 대치동 942-15,,월,독립오피스,8,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,20221116
